task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch	error_action
622	40/6e181e	54c4437a-cb31-4313-bcd2-c51b8732b3eb	RUN:HV:TAXONOMY:SUMMARIZE_DEDUP	-	RUN:HV:TAXONOMY:SUMMARIZE_DEDUP (3)	COMPLETED	0	-	wave.seqera.io/wt/91cb007c5c0f/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-16 15:26:09.223	2024-10-16 15:26:28.632	2024-10-16 15:26:28.650	19.4s	1s	harmon-queue	46.6%	0.0%	708 KB	6 MB	708 KB	6 MB	6.1 MB	4.6 MB	8020	11064	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/40/6e181eda948dcc70897ee12b66399b	-	-
619	da/8a5a8f	fda47d31-94ba-4ea0-882a-2927ffbc5138	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED	-	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED (10)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:26:09.159	2024-10-16 15:26:28.576	2024-10-16 15:26:28.630	19.5s	765ms	harmon-queue	470.2%	0.0%	2.9 MB	3.9 MB	2.9 MB	3.9 MB	12.4 MB	7.1 MB	2985	472	0	32 KB	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/da/8a5a8f43d89cf5dee060af9714cf5f	-	-
514	81/38760a	a0997d3b-fff7-48ba-8b94-096afd40ca04	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ	-	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ (17)	COMPLETED	0	-	wave.seqera.io/wt/3de20233d727/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-16 15:21:49.169	2024-10-16 15:22:58.803	2024-10-16 15:26:38.672	4m 50s	3m 33s	harmon-queue	103.2%	0.0%	42.8 MB	1.4 GB	44.1 MB	1.4 GB	153.1 MB	137.3 MB	70310	2745	0	168 KB	4559	1135	-	s3://nao-harmon/test-dedup-cc2021/work/81/38760a240b67bbb1ca988386eca83c	-	-
553	c2/31a6f9	d4179880-074e-4d37-9141-35fc820765bc	RUN:HV:BBMAP_OTHER	-	RUN:HV:BBMAP_OTHER (11)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	32	-	-	64 GB	1	2024-10-16 15:24:19.077	2024-10-16 15:24:28.735	2024-10-16 15:26:38.689	2m 20s	2m 5s	harmon-queue	493.8%	23.8%	57.2 GB	68 GB	57.2 GB	68.1 GB	38.8 GB	1.9 MB	2542213	387	44 KB	280 KB	22	0	-	s3://nao-harmon/test-dedup-cc2021/work/c2/31a6f9618de8f632706e3e16324972	-	-
589	f2/e927da	1105ffd6-d119-43a6-9a23-da9360d41577	RUN:HV:BBMAP_HUMAN	-	RUN:HV:BBMAP_HUMAN (14)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	32	-	-	64 GB	1	2024-10-16 15:25:29.046	2024-10-16 15:25:38.814	2024-10-16 15:26:38.766	1m 10s	53.9s	harmon-queue	911.5%	13.8%	33.2 GB	68.3 GB	33.2 GB	68.3 GB	12.6 GB	3.1 MB	825526	552	0	92 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/f2/e927da884dc96143e878f11ba06c6d	-	-
588	46/b222ef	a4bb71c9-ac11-43ad-9983-45f972f1e6b7	RUN:HV:BBMAP_HUMAN	-	RUN:HV:BBMAP_HUMAN (13)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	32	-	-	64 GB	1	2024-10-16 15:25:29.065	2024-10-16 15:25:38.815	2024-10-16 15:26:38.844	1m 10s	51.5s	harmon-queue	802.5%	13.8%	33 GB	68 GB	33 GB	68 GB	12.6 GB	3 MB	825493	547	0	92 KB	21	0	-	s3://nao-harmon/test-dedup-cc2021/work/46/b222ef98e8b29feea4a45c888ec7e1	-	-
620	1b/ab3378	781439e5-92a6-474b-8dfc-84a1b2c7f667	RUN:HV:TAXONOMY:SUMMARIZE_DEDUP	-	RUN:HV:TAXONOMY:SUMMARIZE_DEDUP (2)	COMPLETED	0	-	wave.seqera.io/wt/91cb007c5c0f/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-16 15:26:09.166	2024-10-16 15:26:28.631	2024-10-16 15:26:38.919	29.8s	1s	harmon-queue	46.8%	0.0%	708 KB	6 MB	708 KB	6 MB	8.5 MB	6.4 MB	11142	15380	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/1b/ab3378e93785d1aea4fba769dae881	-	-
601	5b/f22b08	7ed76bda-168e-470a-abb2-9e8e9ba227d4	RUN:HV:BBMAP_HUMAN	-	RUN:HV:BBMAP_HUMAN (15)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	32	-	-	64 GB	1	2024-10-16 15:25:39.042	2024-10-16 15:25:48.842	2024-10-16 15:26:48.672	1m 10s	53.1s	harmon-queue	896.2%	14.8%	35.5 GB	68 GB	35.5 GB	68.1 GB	12.6 GB	2.6 MB	825464	483	0	100 KB	22	0	-	s3://nao-harmon/test-dedup-cc2021/work/5b/f22b086954e6331696ec7dc4d71038	-	-
602	63/52b2d4	c1302b3d-a818-4371-8270-a70dd72ba9f3	RUN:HV:BBMAP_HUMAN	-	RUN:HV:BBMAP_HUMAN (16)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	32	-	-	64 GB	1	2024-10-16 15:25:39.159	2024-10-16 15:25:48.864	2024-10-16 15:26:48.772	1m 10s	52.3s	harmon-queue	789.0%	14.8%	35.5 GB	68 GB	35.5 GB	68 GB	12.6 GB	2 MB	825472	406	0	124 KB	23	1	-	s3://nao-harmon/test-dedup-cc2021/work/63/52b2d411ca679c4000aa74bbf76c3f	-	-
626	e0/546f97	4bb7605b-04fe-4564-b2cb-91d823e43623	RUN:HV:TAXONOMY:BBMERGE	-	RUN:HV:TAXONOMY:BBMERGE (5)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:26:09.224	2024-10-16 15:26:28.650	2024-10-16 15:26:58.644	49.4s	535ms	harmon-queue	149.9%	0.0%	2.9 MB	3.9 MB	2.9 MB	3.9 MB	5.1 MB	368.1 KB	2523	92	0	32 KB	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/e0/546f97c920ca9e34af1600259ddba2	-	-
563	49/7bbb34	c702292f-40c2-43fb-a34a-98c31c60962b	RUN:HV:BBMAP_OTHER	-	RUN:HV:BBMAP_OTHER (12)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	32	-	-	64 GB	1	2024-10-16 15:24:39.123	2024-10-16 15:24:58.790	2024-10-16 15:26:58.604	2m 19s	1m 58s	harmon-queue	445.0%	24.3%	58.3 GB	68 GB	58.3 GB	68.1 GB	38.8 GB	1.3 MB	2542171	305	0	432 KB	22	0	-	s3://nao-harmon/test-dedup-cc2021/work/49/7bbb343102dd607f6ae95457637033	-	-
599	49/fff516	0ee6be7b-796f-4161-914e-71dc7ff20859	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED	-	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED (5)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:25:39.080	2024-10-16 15:26:38.844	2024-10-16 15:27:08.598	1m 30s	887ms	harmon-queue	639.5%	0.0%	2.9 MB	3.9 MB	2.9 MB	3.9 MB	21.7 MB	16.3 MB	3446	781	0	32 KB	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/49/fff516092f6185f2627a374f14a63c	-	-
593	54/1fa072	a92bfbdf-9aa5-40df-97cd-0acb161e2e79	RUN:PROFILE:TAXONOMY_RIBO:KRAKEN	-	RUN:PROFILE:TAXONOMY_RIBO:KRAKEN (18)	COMPLETED	0	-	wave.seqera.io/wt/8f8bc22b1ef4/staphb/kraken2:2.1.3	16	-	-	128 GB	1	2024-10-16 15:25:29.314	2024-10-16 15:25:38.848	2024-10-16 15:27:28.694	1m 59s	1m 42s	harmon-queue	92.4%	32.2%	77.3 GB	77.8 GB	77.3 GB	77.8 GB	77.8 GB	1.5 MB	386	1951	0	0	192001	52624	-	s3://nao-harmon/test-dedup-cc2021/work/54/1fa0725c5ed6311155af9b16201a46	-	-
641	e7/aa07ef	290706c9-e1aa-4aeb-ad09-6f6e5ef82f9a	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED	-	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED (12)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:26:59.001	2024-10-16 15:27:28.696	2024-10-16 15:27:28.796	29.8s	735ms	harmon-queue	409.5%	0.0%	2.9 MB	3.9 MB	2.9 MB	3.9 MB	13.2 MB	7.5 MB	3033	478	0	32 KB	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/e7/aa07efe61c81389f8ab4166f52a401	-	-
613	ae/b1a781	ae478cac-a816-40de-8c86-cc4555cd4df8	RUN:HV:TAXONOMY:KRAKEN	-	RUN:HV:TAXONOMY:KRAKEN (1)	COMPLETED	0	-	wave.seqera.io/wt/8f8bc22b1ef4/staphb/kraken2:2.1.3	16	-	-	128 GB	1	2024-10-16 15:25:49.122	2024-10-16 15:26:08.873	2024-10-16 15:28:08.633	2m 20s	1m 44s	harmon-queue	89.9%	30.4%	76.5 GB	78.8 GB	77.8 GB	79.1 GB	77.8 GB	257.4 KB	303	261	0	0	244928	50251	-	s3://nao-harmon/test-dedup-cc2021/work/ae/b1a7812cebd6c8c4b99b0f1db38696	-	-
631	c3/780b79	180f123f-0d80-4a93-809f-7eb949efb903	RUN:HV:TAXONOMY:SUMMARIZE_DEDUP	-	RUN:HV:TAXONOMY:SUMMARIZE_DEDUP (4)	COMPLETED	0	-	wave.seqera.io/wt/91cb007c5c0f/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-16 15:26:19.015	2024-10-16 15:28:08.699	2024-10-16 15:28:08.714	1m 50s	0ms	harmon-queue	40.5%	0.0%	644 KB	6 MB	644 KB	6 MB	466.7 KB	336 KB	660	813	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/c3/780b7903200193cfd0febc65c9f587	-	-
627	0c/2eb0df	4e575984-593e-480d-a341-b1c017c6df0a	RUN:HV:TAXONOMY:BBMERGE	-	RUN:HV:TAXONOMY:BBMERGE (6)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:26:18.962	2024-10-16 15:28:08.635	2024-10-16 15:28:08.657	1m 50s	1.4s	harmon-queue	363.4%	0.0%	98.7 MB	10.3 GB	98.7 MB	10.3 GB	16.6 MB	11.9 MB	3084	471	0	88 KB	155	3	-	s3://nao-harmon/test-dedup-cc2021/work/0c/2eb0df4768d8479ef9b28d2519cb58	-	-
632	13/811384	c5ce6d0c-2a72-49b8-a495-83953f8774c9	RUN:HV:TAXONOMY:BBMERGE	-	RUN:HV:TAXONOMY:BBMERGE (8)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:26:19.049	2024-10-16 15:28:08.714	2024-10-16 15:28:08.754	1m 50s	1.2s	harmon-queue	185.6%	0.0%	66.7 MB	8 GB	66.7 MB	8 GB	8.6 MB	3.9 MB	2696	208	0	80 KB	35	2	-	s3://nao-harmon/test-dedup-cc2021/work/13/811384497e677a6a0034ad46906e5f	-	-
628	c2/249c9a	45e05d2d-47ae-4116-a078-d744cb2a81da	RUN:HV:TAXONOMY:BBMERGE	-	RUN:HV:TAXONOMY:BBMERGE (7)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:26:18.992	2024-10-16 15:28:08.660	2024-10-16 15:28:08.699	1m 50s	1.3s	harmon-queue	300.1%	0.0%	75.7 MB	8.1 GB	76.5 MB	8.1 GB	11 MB	6.3 MB	2815	286	0	64 KB	35	4	-	s3://nao-harmon/test-dedup-cc2021/work/c2/249c9a601d919434ff21c7c60c1b15	-	-
633	df/0fa771	cc27d5b7-5f99-4f14-9723-c278195423b2	RUN:HV:TAXONOMY:BBMERGE	-	RUN:HV:TAXONOMY:BBMERGE (9)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:26:28.934	2024-10-16 15:28:08.755	2024-10-16 15:28:08.777	1m 40s	904ms	harmon-queue	687.3%	0.0%	2.8 MB	3.9 MB	2.8 MB	3.9 MB	11.3 MB	6.6 MB	2830	299	0	148 KB	5	3	-	s3://nao-harmon/test-dedup-cc2021/work/df/0fa771a76753fc4e2f43962cd28c2f	-	-
643	ec/93ac34	d290b7f3-4e75-414f-9005-c058f0a0e0e4	RUN:HV:TAXONOMY:SUMMARIZE_BBMERGE	-	RUN:HV:TAXONOMY:SUMMARIZE_BBMERGE (5)	COMPLETED	0	-	wave.seqera.io/wt/91cb007c5c0f/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-16 15:26:58.918	2024-10-16 15:28:08.778	2024-10-16 15:28:08.796	1m 10s	0ms	harmon-queue	34.6%	0.0%	644 KB	6 MB	644 KB	6 MB	92.4 KB	38.8 KB	197	178	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/ec/93ac342cbd799bc632c0710920ee8c	-	-
642	05/994f91	92ebf8e5-dd19-458d-bcbb-49402af07759	RUN:HV:TAXONOMY:JOIN_FASTQ	-	RUN:HV:TAXONOMY:JOIN_FASTQ (5)	COMPLETED	0	-	wave.seqera.io/wt/3de20233d727/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-16 15:26:59.109	2024-10-16 15:28:08.796	2024-10-16 15:28:08.817	1m 10s	682ms	harmon-queue	438.7%	0.0%	3.2 MB	5.7 MB	3.2 MB	5.7 MB	5.5 MB	189.5 KB	808	32	0	168 KB	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/05/994f91ac7a94a7af128bd00162ac6a	-	-
644	5d/a9c2b8	e898379a-797c-45de-ae78-179e37c90f84	RUN:HV:TAXONOMY:BBMERGE	-	RUN:HV:TAXONOMY:BBMERGE (10)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:27:08.861	2024-10-16 15:28:08.817	2024-10-16 15:28:08.895	1m	1.4s	harmon-queue	357.7%	0.0%	73.1 MB	8.4 GB	73.1 MB	8.6 GB	20.7 MB	16.1 MB	3351	614	0	96 KB	269	38	-	s3://nao-harmon/test-dedup-cc2021/work/5d/a9c2b86342c294d9697082cebdf86a	-	-
645	33/e7b0f9	0bbfec0f-c46d-460f-bb29-a2855055cdc1	RUN:PROFILE:TAXONOMY_RIBO:LABEL_KRAKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_RIBO:LABEL_KRAKEN_REPORTS (18)	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:27:28.953	2024-10-16 15:28:08.896	2024-10-16 15:28:08.972	40s	2.7s	harmon-queue	212.4%	0.1%	124.9 MB	4.5 GB	124.9 MB	4.5 GB	17.7 MB	30.4 KB	2261	27	0	0	74	43	-	s3://nao-harmon/test-dedup-cc2021/work/33/e7b0f91649466574789a52f291b4bb	-	-
646	6f/943d58	459156fe-4dde-4585-9420-1dc80bd7292d	RUN:PROFILE:TAXONOMY_RIBO:BRACKEN	-	RUN:PROFILE:TAXONOMY_RIBO:BRACKEN (18)	COMPLETED	0	-	wave.seqera.io/wt/9dfc3002c8d7/staphb/bracken:2.9	1	-	-	4 GB	1	2024-10-16 15:27:29.153	2024-10-16 15:28:09.055	2024-10-16 15:28:09.084	39.9s	854ms	harmon-queue	45.1%	0.0%	1.4 MB	4.3 MB	1.4 MB	4.3 MB	5.8 MB	129.1 KB	1016	32	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/6f/943d588f12e0c9edc1a3d24fd56500	-	-
647	79/e9be69	556ffbad-35c2-42bd-8498-ddead6781825	RUN:HV:TAXONOMY:BBMERGE	-	RUN:HV:TAXONOMY:BBMERGE (11)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	1	-	-	4 GB	1	2024-10-16 15:27:29.144	2024-10-16 15:28:08.972	2024-10-16 15:28:09.054	39.9s	1.2s	harmon-queue	228.6%	0.0%	71.7 MB	8.1 GB	71.9 MB	8.1 GB	10.1 MB	5.3 MB	2775	251	0	64 KB	35	5	-	s3://nao-harmon/test-dedup-cc2021/work/79/e9be698ed362ac5fa93119dc41d7cb	-	-
625	cd/47d030	1a0b5e30-295c-441b-88c9-0a07354caf07	RUN:HV:EXTRACT_UNCONC_READ_IDS	-	RUN:HV:EXTRACT_UNCONC_READ_IDS (18)	COMPLETED	0	-	wave.seqera.io/wt/3de20233d727/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-16 15:26:09.187	2024-10-16 15:28:08.633	2024-10-16 15:28:18.716	2m 10s	3.8s	harmon-queue	88.5%	0.0%	8.4 MB	11.8 MB	8.4 MB	11.8 MB	187.3 MB	298 B	24142	13	0	0	34	186	-	s3://nao-harmon/test-dedup-cc2021/work/cd/47d03079ec62f1725cc32641c28e00	-	-
621	f0/be796c	b6615cdc-1d27-419f-bbcc-026204fbcb9c	RUN:HV:TAXONOMY:KRAKEN	-	RUN:HV:TAXONOMY:KRAKEN (2)	COMPLETED	0	-	wave.seqera.io/wt/8f8bc22b1ef4/staphb/kraken2:2.1.3	16	-	-	128 GB	1	2024-10-16 15:26:09.192	2024-10-16 15:26:28.632	2024-10-16 15:28:18.755	2m 10s	1m 46s	harmon-queue	93.7%	31.4%	75.3 GB	78.8 GB	77.8 GB	78.9 GB	77.8 GB	1.7 MB	416	326	0	0	179888	53225	-	s3://nao-harmon/test-dedup-cc2021/work/f0/be796c4d7678f2b2c5cd44e490153c	-	-
629	0a/51edfe	d01c2657-cd33-4d77-9554-cd4426df7013	RUN:HV:BOWTIE2_OTHER	-	RUN:HV:BOWTIE2_OTHER (17)	COMPLETED	0	-	wave.seqera.io/wt/37caa74abbaf/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-16 15:26:19.004	2024-10-16 15:26:58.645	2024-10-16 15:28:18.840	2m	43.3s	harmon-queue	305.1%	5.5%	13.3 GB	14.7 GB	13.3 GB	14.7 GB	12.9 GB	246.1 MB	28428	15140	0	0	23411	4196	-	s3://nao-harmon/test-dedup-cc2021/work/0a/51edfe621ee52c32148e9527473e23	-	-
624	bd/3b493f	975ccd00-c3b7-42c8-befd-ec18a58f4498	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED	-	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED (18)	COMPLETED	0	-	wave.seqera.io/wt/a93b7dbc0ebc/pandas/pandas:pip-all	1	-	-	4 GB	1	2024-10-16 15:26:09.235	2024-10-16 15:28:08.634	2024-10-16 15:28:28.698	2m 19s	18.9s	harmon-queue	103.6%	0.0%	110.4 MB	1.6 GB	115.3 MB	1.6 GB	201.5 MB	125.6 MB	25217	16455	0	112 KB	26734	186	-	s3://nao-harmon/test-dedup-cc2021/work/bd/3b493fa6d83d41301f9980b29333a3	-	-
630	b7/476886	37331e5a-9464-4333-b3e2-e11b22ddb012	RUN:HV:TAXONOMY:KRAKEN	-	RUN:HV:TAXONOMY:KRAKEN (4)	COMPLETED	0	-	wave.seqera.io/wt/8f8bc22b1ef4/staphb/kraken2:2.1.3	16	-	-	128 GB	1	2024-10-16 15:26:19.040	2024-10-16 15:26:28.652	2024-10-16 15:28:28.709	2m 10s	1m 40s	harmon-queue	92.6%	31.3%	75 GB	78.8 GB	77.8 GB	78.9 GB	77.8 GB	95.9 KB	286	34	0	0	175409	52707	-	s3://nao-harmon/test-dedup-cc2021/work/b7/4768860a172de9a7d56284e9f8b07d	-	-
636	b6/0f0dac	203715b4-4988-424f-8945-a6667945117c	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED	-	RUN:HV:TAXONOMY:CLUMPIFY_PAIRED (11)	COMPLETED	0	-	wave.seqera.io/wt/e17d23295766/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-16 15:26:39.232	2024-10-16 15:28:18.841	2024-10-16 15:28:28.735	1m 50s	802ms	harmon-queue	515.0%	0.0%	3 MB	3.9 MB	3 MB	3.9 MB	20.1 MB	14.7 MB	3367	727	0	32 KB	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/b6/0f0dac9caecb4187cb2d0d1e9a2262	-	-
656	48/4de81f	603bf5b9-f199-4e28-8710-99f6abb186fc	RUN:HV:TAXONOMY:SUMMARIZE_BBMERGE	-	RUN:HV:TAXONOMY:SUMMARIZE_BBMERGE (8)	COMPLETED	0	-	wave.seqera.io/wt/91cb007c5c0f/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-16 15:28:09.081	2024-10-16 15:28:18.844	2024-10-16 15:28:28.816	19.7s	1s	harmon-queue	23.1%	0.0%	708 KB	6 MB	708 KB	6 MB	624.2 KB	333.5 KB	865	1458	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/48/4de81f9486d36c8d1d2b5e585fcc53	-	-
648	ae/8e161e	69ac779e-cf05-4aaa-87e5-e94cab912bb5	RUN:HV:TAXONOMY:BRACKEN	-	RUN:HV:TAXONOMY:BRACKEN (1)	COMPLETED	0	-	wave.seqera.io/wt/9dfc3002c8d7/staphb/bracken:2.9	1	-	-	4 GB	1	2024-10-16 15:28:09.091	2024-10-16 15:28:18.845	2024-10-16 15:28:28.829	19.7s	583ms	harmon-queue	46.3%	0.0%	1.4 MB	4.3 MB	1.4 MB	4.3 MB	5.2 MB	24.3 KB	968	30	0	0	5	0	-	s3://nao-harmon/test-dedup-cc2021/work/ae/8e161e5086e77dd7942b1450515205	-	-
655	98/14e2d3	f4a7066c-7e7a-4eb7-a245-bf37931a93e5	RUN:HV:TAXONOMY:JOIN_FASTQ	-	RUN:HV:TAXONOMY:JOIN_FASTQ (8)	COMPLETED	0	-	wave.seqera.io/wt/3de20233d727/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-16 15:28:09.092	2024-10-16 15:28:18.845	2024-10-16 15:28:28.902	19.8s	1.2s	harmon-queue	201.9%	0.0%	42.8 MB	1.4 GB	44.2 MB	1.4 GB	6.1 MB	733.8 KB	1134	42	0	168 KB	65	54	-	s3://nao-harmon/test-dedup-cc2021/work/98/14e2d38f72bddacb9cb82e0e55ce80	-	-
659	2b/4fdad8	694f5a7c-14ee-4e5d-a10c-a4661b9e83d2	RUN:HV:TAXONOMY:JOIN_FASTQ	-	RUN:HV:TAXONOMY:JOIN_FASTQ (9)	COMPLETED	0	-	wave.seqera.io/wt/3de20233d727/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-16 15:28:09.310	2024-10-16 15:28:18.846	2024-10-16 15:28:28.926	19.6s	1.5s	harmon-queue	292.5%	0.0%	42.8 MB	1.4 GB	44.2 MB	1.4 GB	6.4 MB	1019.5 KB	1429	48	0	168 KB	71	10	-	s3://nao-harmon/test-dedup-cc2021/work/2b/4fdad8c17584409a1f55603e140487	-	-
665	a9/aa0794	781d5203-1068-4ad8-b175-9c230dffba1b	RUN:HV:TAXONOMY:SUMMARIZE_BBMERGE	-	RUN:HV:TAXONOMY:SUMMARIZE_BBMERGE (11)	COMPLETED	0	-	wave.seqera.io/wt/91cb007c5c0f/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-16 15:28:09.392	2024-10-16 15:28:28.926	2024-10-16 15:28:28.940	19.5s	0ms	harmon-queue	14.8%	0.0%	648 KB	6 MB	648 KB	6 MB	1.2 MB	681.9 KB	1644	2878	0	0	5	12	-	s3://nao-harmon/test-dedup-cc2021/work/a9/aa0794e5426e66479475d9d6b73294	-	-
663	22/62d7d6	cb12ff1c-facf-4ea2-b057-0a579dff3da3	RUN:PROFILE:TAXONOMY_RIBO:LABEL_BRACKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_RIBO:LABEL_BRACKEN_REPORTS (18)	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:28:09.452	2024-10-16 15:28:28.954	2024-10-16 15:28:28.966	19.5s	1.7s	harmon-queue	211.8%	0.0%	117.7 MB	4.4 GB	117.7 MB	4.4 GB	17.7 MB	2.1 KB	2261	23	0	0	68	12	-	s3://nao-harmon/test-dedup-cc2021/work/22/62d7d626cb6de526ef463b976bb4f0	-	-
662	cb/bf6905	174b2270-3328-432c-b8c1-59acc2ed7e13	RUN:PROFILE:TAXONOMY_RIBO:MERGE_KRAKEN_REPORTS	-	RUN:PROFILE:TAXONOMY_RIBO:MERGE_KRAKEN_REPORTS	COMPLETED	0	-	wave.seqera.io/wt/1139b127fcd4/rocker/tidyverse:4.4.1	1	-	-	4 GB	1	2024-10-16 15:28:09.516	2024-10-16 15:28:18.847	2024-10-16 15:28:28.978	19.5s	2.3s	harmon-queue	167.8%	0.1%	139.6 MB	4.7 GB	141.2 MB	4.9 GB	18.4 MB	2.4 MB	2382	253	0	1.9 MB	503	29	-	s3://nao-harmon/test-dedup-cc2021/work/cb/bf69059825832827a4dd3e173cbae6	-	-
653	c1/1f7ab4	17b8f072-a2ab-40be-8963-3471df4a383f	RUN:HV:TAXONOMY:JOIN_FASTQ	-	RUN:HV:TAXONOMY:JOIN_FASTQ (7)	COMPLETED	0	-	wave.seqera.io/wt/3de20233d727/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-16 15:28:09.135	2024-10-16 15:28:18.845	2024-10-16 15:28:28.913	19.8s	1.6s	harmon-queue	185.4%	0.0%	43.1 MB	1.4 GB	44.6 MB	1.4 GB	6.3 MB	958.1 KB	1359	46	0	168 KB	52	16	-	s3://nao-harmon/test-dedup-cc2021/work/c1/1f7ab4474bae39836db7319348208c	-	-
664	b3/ca2f55	c401fbee-2a76-444b-8861-6312aa2fc143	RUN:HV:TAXONOMY:JOIN_FASTQ	-	RUN:HV:TAXONOMY:JOIN_FASTQ (11)	COMPLETED	0	-	wave.seqera.io/wt/3de20233d727/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-16 15:28:09.410	2024-10-16 15:28:18.847	2024-10-16 15:28:28.953	19.5s	1.8s	harmon-queue	212.3%	0.0%	43 MB	1.4 GB	44.3 MB	1.4 GB	6.3 MB	916.8 KB	1197	45	0	168 KB	64	21	-	s3://nao-harmon/test-dedup-cc2021/work/b3/ca2f557b568f937b790621e4433a11	-	-
